Date,Branch,Region,Product_Category,Product_Name,Size,Colour,Quantity_Sold,Unit_Price_GHS,Total_Sales_GHS,Quantity_In_Stock,Stock_Movement,Payment_Method,Customer_Type
2024-04-03,Takoradi,Western,Women's Shoes,Ankle Boot,40,Grey,7,368.1,2576.7,68,Sale,Mobile Money,Wholesale
2024-04-04,Cape Coast,Central,Children's Shoes,School Shoe,36,Black,7,117.51,822.57,67,Sale,Cash,Wholesale
2024-04-04,Cape Coast,Central,Children's Shoes,School Shoe,37,White,1,168.0,168.0,18,Sale,Card,Retail
2024-04-04,Takoradi,Western,Women's Shoes,Heeled Pump,40,Brown,2,164.53,329.06,60,Sale,Cash,Wholesale
2024-04-04,Accra Central,Greater Accra,Children's Shoes,School Shoe,41,Tan,7,218.19,1527.33,6,Sale,Card,Retail
2024-04-05,Cape Coast,Central,Sports Shoes,Running Shoe,42,Brown,5,475.13,2375.65,80,Sale,Cash,Wholesale
2024-04-05,Tema,Greater Accra,Men's Shoes,Leather Boot,42,Tan,6,402.03,2412.18,28,Sale,Credit,Retail
2024-04-05,Accra Central,Greater Accra,Men's Shoes,Classic Oxford,45,Tan,7,422.39,2956.73,26,Sale,Cash,Wholesale
2024-04-05,Tema,Greater Accra,Sandals,Children's Sandal,45,Black,7,162.07,1134.49,37,Sale,Cash,Retail
2024-04-06,Tarkwa,Western,Sports Shoes,Training Shoe,36,Grey,2,297.33,594.66,39,Sale,Card,Retail
2024-04-07,Tarkwa,Western,Children's Shoes,School Shoe,40,Grey,6,212.13,1272.78,64,Sale,Mobile Money,Retail
2024-04-07,Tema,Greater Accra,Sports Shoes,Running Shoe,39,Black,7,411.61,2881.27,27,Sale,Cash,Wholesale
2024-04-07,Kumasi,Ashanti,Men's Shoes,Casual Loafer,43,Black,2,183.88,367.76,25,Sale,Credit,Retail
2024-04-08,Kumasi,Ashanti,Sandals,Children's Sandal,41,Grey,3,174.29,522.87,12,Sale,Mobile Money,Retail
2024-04-08,Tarkwa,Western,Children's Shoes,Kids Sneaker,43,Grey,0,184.43,0.0,35,Restock,Card,Retail
2024-04-08,Cape Coast,Central,Sandals,Children's Sandal,40,Brown,4,84.71,338.84,31,Sale,Mobile Money,Retail
2024-04-08,Kumasi,Ashanti,Sandals,Children's Sandal,45,Tan,3,128.34,385.02,22,Sale,Card,Retail
2024-04-08,Accra Central,Greater Accra,Sandals,Men's Sandal,44,Tan,6,122.91,737.46,25,Sale,Cash,Retail
2024-04-08,Kumasi,Ashanti,Women's Shoes,Ankle Boot,37,Tan,0,343.73,0.0,35,Restock,Cash,Retail
2024-04-08,Cape Coast,Central,Men's Shoes,Classic Oxford,42,Brown,6,261.79,1570.74,29,Sale,Card,Retail
2024-04-08,Accra Central,Greater Accra,Sports Shoes,Running Shoe,42,Brown,0,353.69,0.0,73,Restock,Card,Retail
2024-04-08,Takoradi,Western,Men's Shoes,Classic Oxford,45,Red,7,350.65,2454.55,74,Sale,Card,Retail
2024-04-09,Cape Coast,Central,Children's Shoes,Kids Sneaker,44,Black,0,92.76,0.0,31,Restock,Credit,Retail
2024-04-09,Kumasi,Ashanti,Sports Shoes,Football Boot,45,Red,0,445.51,0.0,79,Adjustment,Cash,Retail
2024-04-11,Takoradi,Western,Sports Shoes,Football Boot,41,Grey,7,223.56,1564.92,74,Sale,Cash,Retail
2024-04-12,Accra Central,Greater Accra,Men's Shoes,Sports Sneaker,45,Grey,7,411.25,2878.75,60,Sale,Mobile Money,Retail
2024-04-12,Accra Central,Greater Accra,Sports Shoes,Football Boot,45,White,0,321.94,0.0,32,Return,Card,Retail
2024-04-12,Takoradi,Western,Women's Shoes,Flat Sandal,40,Navy,0,175.18,0.0,73,Adjustment,Mobile Money,Retail
2024-04-13,Cape Coast,Central,Sports Shoes,Football Boot,43,White,0,328.25,0.0,30,Restock,Cash,Retail
2024-04-13,Takoradi,Western,Sports Shoes,Football Boot,41,White,0,443.7,0.0,69,Restock,Credit,Retail
2024-04-13,Tema,Greater Accra,Women's Shoes,Ankle Boot,44,Navy,7,377.86,2645.02,23,Sale,Mobile Money,Retail
2024-04-14,Tarkwa,Western,Sports Shoes,Running Shoe,44,Black,3,285.22,855.66,81,Sale,Card,Retail
2024-04-15,Tarkwa,Western,Sports Shoes,Running Shoe,37,White,0,274.0,0.0,77,Restock,Credit,Retail
2024-04-15,Accra Central,Greater Accra,Men's Shoes,Leather Boot,42,Navy,0,401.05,0.0,46,Return,Cash,Retail
2024-04-15,Takoradi,Western,Women's Shoes,Ballet Flat,44,White,7,334.27,2339.89,14,Sale,Mobile Money,Retail
2024-04-15,Accra Central,Greater Accra,Sandals,Ladies Slipper,45,Grey,2,72.75,145.5,65,Sale,Card,Retail
2024-04-16,Takoradi,Western,Sandals,Men's Sandal,36,Tan,3,149.95,449.85,71,Sale,Card,Retail
2024-04-16,Cape Coast,Central,Sports Shoes,Football Boot,45,Black,7,208.77,1461.39,46,Sale,Card,Retail
2024-04-16,Accra Central,Greater Accra,Men's Shoes,Casual Loafer,45,Grey,3,256.49,769.47,57,Sale,Mobile Money,Retail
2024-04-17,Takoradi,Western,Sandals,Children's Sandal,45,Grey,0,141.42,0.0,23,Adjustment,Card,Retail
2024-04-17,Tarkwa,Western,Women's Shoes,Flat Sandal,44,Tan,0,254.76,0.0,68,Adjustment,Credit,Retail
2024-04-18,Cape Coast,Central,Men's Shoes,Leather Boot,45,Grey,7,351.73,2462.11,41,Sale,Card,Retail
2024-04-18,Takoradi,Western,Women's Shoes,Ballet Flat,41,Black,4,241.37,965.48,41,Sale,Card,Retail
2024-04-18,Takoradi,Western,Men's Shoes,Leather Boot,44,Tan,0,310.2,0.0,38,Adjustment,Mobile Money,Wholesale
2024-04-20,Tarkwa,Western,Sandals,Ladies Slipper,42,Black,3,142.78,428.34,74,Sale,Card,Wholesale
2024-04-20,Tarkwa,Western,Men's Shoes,Casual Loafer,44,White,4,199.58,798.32,75,Sale,Mobile Money,Retail
2024-04-20,Cape Coast,Central,Women's Shoes,Flat Sandal,40,Brown,6,239.77,1438.62,15,Sale,Credit,Retail
2024-04-21,Tema,Greater Accra,Sandals,Ladies Slipper,43,Brown,2,158.97,317.94,61,Sale,Cash,Retail
2024-04-22,Takoradi,Western,Children's Shoes,School Shoe,41,Navy,7,135.02,945.14,38,Sale,Cash,Retail
2024-04-22,Accra Central,Greater Accra,Men's Shoes,Casual Loafer,40,Tan,4,410.0,1640.0,49,Sale,Cash,Wholesale
2024-04-22,Kumasi,Ashanti,Men's Shoes,Leather Boot,45,Tan,5,248.9,1244.5,77,Sale,Cash,Wholesale
2024-04-22,Takoradi,Western,Women's Shoes,Heeled Pump,37,White,0,373.97,0.0,63,Return,Card,Retail
2024-04-22,Tema,Greater Accra,Children's Shoes,Kids Sneaker,38,White,6,98.41,590.46,49,Sale,Credit,Wholesale
2024-04-22,Tarkwa,Western,Women's Shoes,Ballet Flat,40,Red,0,245.77,0.0,80,Adjustment,Card,Wholesale
2024-04-23,Takoradi,Western,Children's Shoes,Kids Sneaker,42,Red,3,83.57,250.71,32,Sale,Card,Retail
2024-04-24,Tema,Greater Accra,Women's Shoes,Flat Sandal,39,Black,5,179.17,895.85,64,Sale,Cash,Retail
2024-04-24,Accra Central,Greater Accra,Sports Shoes,Running Shoe,44,Red,0,340.94,0.0,56,Restock,Cash,Wholesale
2024-04-25,Accra Central,Greater Accra,Sandals,Men's Sandal,45,Brown,0,153.84,0.0,66,Restock,Mobile Money,Wholesale
2024-04-26,Cape Coast,Central,Children's Shoes,Kids Sneaker,40,Navy,0,202.22,0.0,68,Return,Mobile Money,Retail
2024-04-26,Cape Coast,Central,Children's Shoes,Canvas Shoe,39,Grey,4,132.22,528.88,15,Sale,Cash,Retail
2024-04-26,Kumasi,Ashanti,Women's Shoes,Ballet Flat,38,Red,4,287.23,1148.92,24,Sale,Cash,Retail
2024-04-27,Kumasi,Ashanti,Sandals,Men's Sandal,40,White,6,115.86,695.16,60,Sale,Card,Retail
2024-04-27,Tarkwa,Western,Men's Shoes,Classic Oxford,41,Brown,0,222.13,0.0,82,Return,Card,Retail
2024-04-27,Cape Coast,Central,Sports Shoes,Training Shoe,42,Brown,7,257.36,1801.52,35,Sale,Cash,Retail
2024-04-27,Kumasi,Ashanti,Women's Shoes,Flat Sandal,42,Navy,0,315.16,0.0,20,Restock,Mobile Money,Retail
2024-04-27,Kumasi,Ashanti,Sports Shoes,Running Shoe,39,Black,4,321.56,1286.24,8,Sale,Cash,Retail
2024-04-28,Cape Coast,Central,Women's Shoes,Heeled Pump,45,Red,5,281.6,1408.0,58,Sale,Card,Retail
2024-04-28,Takoradi,Western,Sandals,Children's Sandal,36,Black,6,144.66,867.96,49,Sale,Cash,Retail
2024-04-29,Kumasi,Ashanti,Children's Shoes,School Shoe,38,Brown,1,211.81,211.81,19,Sale,Cash,Retail
2024-04-29,Tarkwa,Western,Children's Shoes,Canvas Shoe,36,Red,0,160.8,0.0,21,Restock,Credit,Retail
2024-04-29,Kumasi,Ashanti,Men's Shoes,Casual Loafer,42,Navy,6,357.18,2143.08,8,Sale,Credit,Retail
2024-04-29,Tema,Greater Accra,Sandals,Men's Sandal,37,Grey,4,100.62,402.48,54,Sale,Card,Wholesale
2024-04-30,Tarkwa,Western,Women's Shoes,Ballet Flat,41,Red,1,366.49,366.49,80,Sale,Mobile Money,Retail
2024-05-01,Cape Coast,Central,Sports Shoes,Running Shoe,41,Navy,4,252.13,1008.52,72,Sale,Cash,Wholesale
2024-05-01,Tarkwa,Western,Sandals,Ladies Slipper,37,Tan,4,69.55,278.2,22,Sale,Cash,Retail
2024-05-02,Kumasi,Ashanti,Children's Shoes,School Shoe,38,Brown,5,181.6,908.0,82,Sale,Credit,Wholesale
2024-05-03,Tema,Greater Accra,Sandals,Ladies Slipper,42,White,0,156.42,0.0,59,Return,Cash,Retail
2024-05-03,Tarkwa,Western,Children's Shoes,Kids Sneaker,39,Red,1,97.13,97.13,38,Sale,Cash,Retail
2024-05-04,Tema,Greater Accra,Children's Shoes,Kids Sneaker,41,Navy,3,103.14,309.42,32,Sale,Mobile Money,Wholesale
2024-05-05,Tema,Greater Accra,Men's Shoes,Leather Boot,41,Brown,3,360.07,1080.21,18,Sale,Mobile Money,Wholesale
2024-05-05,Kumasi,Ashanti,Sandals,Men's Sandal,37,Brown,5,146.77,733.85,11,Sale,Mobile Money,Retail
2024-05-05,Kumasi,Ashanti,Men's Shoes,Leather Boot,45,Black,1,418.2,418.2,64,Sale,Card,Retail
2024-05-06,Cape Coast,Central,Men's Shoes,Sports Sneaker,42,White,5,396.26,1981.3,57,Sale,Credit,Retail
2024-05-06,Tarkwa,Western,Women's Shoes,Ankle Boot,43,Grey,2,360.09,720.18,64,Sale,Cash,Retail
2024-05-07,Takoradi,Western,Sports Shoes,Football Boot,39,Red,0,279.39,0.0,57,Restock,Credit,Retail
2024-05-07,Accra Central,Greater Accra,Children's Shoes,Canvas Shoe,44,Grey,4,109.58,438.32,74,Sale,Mobile Money,Retail
2024-05-07,Kumasi,Ashanti,Men's Shoes,Classic Oxford,44,Tan,2,228.92,457.84,13,Sale,Card,Retail
2024-05-08,Accra Central,Greater Accra,Men's Shoes,Sports Sneaker,44,Black,4,365.8,1463.2,52,Sale,Mobile Money,Wholesale
2024-05-09,Accra Central,Greater Accra,Sandals,Children's Sandal,43,Tan,7,147.89,1035.23,5,Sale,Cash,Retail
2024-05-09,Tema,Greater Accra,Sports Shoes,Training Shoe,36,Red,3,294.74,884.22,84,Sale,Card,Wholesale
2024-05-09,Kumasi,Ashanti,Sandals,Men's Sandal,41,Navy,1,177.61,177.61,53,Sale,Cash,Wholesale
2024-05-10,Takoradi,Western,Sports Shoes,Training Shoe,43,Tan,7,415.5,2908.5,69,Sale,Cash,Retail
2024-05-10,Tema,Greater Accra,Sports Shoes,Running Shoe,37,Black,2,401.63,803.26,69,Sale,Credit,Retail
2024-05-10,Tema,Greater Accra,Sandals,Men's Sandal,43,Navy,4,176.1,704.4,50,Sale,Mobile Money,Retail
2024-05-10,Takoradi,Western,Sports Shoes,Running Shoe,39,Tan,4,460.69,1842.76,9,Sale,Credit,Retail
2024-05-10,Accra Central,Greater Accra,Sandals,Children's Sandal,41,Navy,4,124.79,499.16,82,Sale,Card,Retail
2024-05-11,Takoradi,Western,Sandals,Men's Sandal,37,Grey,1,82.84,82.84,46,Sale,Credit,Wholesale
2024-05-11,Takoradi,Western,Sports Shoes,Training Shoe,36,Navy,4,271.53,1086.12,7,Sale,Mobile Money,Retail
2024-05-12,Kumasi,Ashanti,Women's Shoes,Heeled Pump,40,Tan,0,349.91,0.0,65,Restock,Card,Wholesale
2024-05-12,Kumasi,Ashanti,Men's Shoes,Leather Boot,41,Brown,6,242.02,1452.12,26,Sale,Credit,Retail
2024-05-12,Accra Central,Greater Accra,Children's Shoes,School Shoe,37,Black,5,179.3,896.5,42,Sale,Mobile Money,Retail
2024-05-13,Kumasi,Ashanti,Children's Shoes,Kids Sneaker,38,Grey,5,190.91,954.55,45,Sale,Cash,Retail
2024-05-13,Tema,Greater Accra,Sports Shoes,Running Shoe,36,White,0,454.18,0.0,27,Adjustment,Mobile Money,Wholesale
2024-05-14,Cape Coast,Central,Sports Shoes,Football Boot,36,Navy,2,229.75,459.5,14,Sale,Mobile Money,Retail
2024-05-14,Tema,Greater Accra,Children's Shoes,Canvas Shoe,45,Black,4,102.02,408.08,48,Sale,Credit,Wholesale
2024-05-16,Kumasi,Ashanti,Sandals,Children's Sandal,43,Grey,5,123.21,616.05,36,Sale,Mobile Money,Wholesale
2024-05-16,Tarkwa,Western,Sandals,Ladies Slipper,39,Red,3,121.43,364.29,38,Sale,Cash,Retail
2024-05-16,Tema,Greater Accra,Children's Shoes,School Shoe,43,Grey,7,128.46,899.22,80,Sale,Cash,Retail
2024-05-16,Takoradi,Western,Women's Shoes,Heeled Pump,38,Grey,0,249.28,0.0,5,Return,Cash,Wholesale
2024-05-17,Accra Central,Greater Accra,Sports Shoes,Training Shoe,37,Red,2,215.68,431.36,18,Sale,Card,Retail
2024-05-18,Cape Coast,Central,Women's Shoes,Ballet Flat,42,Brown,2,248.94,497.88,34,Sale,Cash,Wholesale
2024-05-18,Kumasi,Ashanti,Children's Shoes,School Shoe,40,Navy,2,183.25,366.5,35,Sale,Card,Wholesale
2024-05-19,Tarkwa,Western,Sports Shoes,Football Boot,38,White,5,479.14,2395.7,56,Sale,Credit,Wholesale
2024-05-19,Takoradi,Western,Children's Shoes,School Shoe,42,Navy,3,119.86,359.58,35,Sale,Cash,Retail
2024-05-20,Tema,Greater Accra,Children's Shoes,School Shoe,43,Navy,1,99.41,99.41,29,Sale,Card,Retail
2024-05-20,Takoradi,Western,Children's Shoes,Canvas Shoe,45,Red,5,124.7,623.5,61,Sale,Card,Retail
2024-05-20,Kumasi,Ashanti,Men's Shoes,Classic Oxford,43,Black,1,441.7,441.7,63,Sale,Card,Retail
2024-05-21,Cape Coast,Central,Men's Shoes,Sports Sneaker,44,Black,7,266.59,1866.13,67,Sale,Cash,Retail
2024-05-22,Cape Coast,Central,Men's Shoes,Leather Boot,40,Tan,0,190.63,0.0,21,Restock,Cash,Retail
2024-05-22,Takoradi,Western,Men's Shoes,Leather Boot,45,Grey,1,293.02,293.02,26,Sale,Credit,Retail
2024-05-22,Cape Coast,Central,Men's Shoes,Classic Oxford,44,Grey,5,412.48,2062.4,16,Sale,Card,Retail
2024-05-23,Tarkwa,Western,Children's Shoes,Canvas Shoe,43,White,5,168.49,842.45,49,Sale,Cash,Wholesale
2024-05-23,Kumasi,Ashanti,Sandals,Children's Sandal,40,Black,6,101.73,610.38,69,Sale,Mobile Money,Retail
2024-05-23,Cape Coast,Central,Men's Shoes,Sports Sneaker,42,Brown,4,363.73,1454.92,27,Sale,Credit,Retail
2024-05-23,Tarkwa,Western,Children's Shoes,Canvas Shoe,39,Tan,1,200.19,200.19,5,Sale,Credit,Retail
2024-05-23,Takoradi,Western,Sports Shoes,Training Shoe,42,Grey,7,302.54,2117.78,62,Sale,Cash,Retail
2024-05-24,Tarkwa,Western,Children's Shoes,School Shoe,45,Black,3,110.44,331.32,25,Sale,Credit,Wholesale
2024-05-24,Tema,Greater Accra,Women's Shoes,Flat Sandal,44,Brown,5,273.57,1367.85,48,Sale,Card,Retail
2024-05-24,Tarkwa,Western,Women's Shoes,Ballet Flat,44,Black,5,243.41,1217.05,43,Sale,Cash,Retail
2024-05-24,Takoradi,Western,Sports Shoes,Training Shoe,43,Brown,7,219.75,1538.25,11,Sale,Mobile Money,Wholesale
2024-05-24,Accra Central,Greater Accra,Sandals,Men's Sandal,36,Black,6,79.17,475.02,41,Sale,Cash,Retail
2024-05-25,Accra Central,Greater Accra,Sports Shoes,Training Shoe,37,Brown,6,453.63,2721.78,12,Sale,Credit,Wholesale
2024-05-25,Accra Central,Greater Accra,Men's Shoes,Leather Boot,41,Navy,0,190.79,0.0,6,Restock,Credit,Retail
2024-05-25,Takoradi,Western,Women's Shoes,Flat Sandal,37,Brown,0,178.62,0.0,76,Return,Cash,Retail
2024-05-25,Takoradi,Western,Sports Shoes,Training Shoe,38,White,6,222.3,1333.8,11,Sale,Mobile Money,Wholesale
2024-05-26,Cape Coast,Central,Sports Shoes,Running Shoe,36,Grey,5,368.84,1844.2,83,Sale,Cash,Retail
2024-05-26,Takoradi,Western,Sports Shoes,Running Shoe,40,Black,3,283.53,850.59,21,Sale,Cash,Retail
2024-05-27,Takoradi,Western,Children's Shoes,Kids Sneaker,38,Black,2,173.51,347.02,48,Sale,Mobile Money,Retail
2024-05-27,Accra Central,Greater Accra,Children's Shoes,School Shoe,40,Red,0,123.24,0.0,84,Adjustment,Card,Retail
2024-05-27,Tema,Greater Accra,Sandals,Children's Sandal,38,Navy,1,179.94,179.94,52,Sale,Credit,Retail
2024-05-28,Cape Coast,Central,Children's Shoes,School Shoe,37,Red,5,195.15,975.75,79,Sale,Cash,Wholesale
2024-05-28,Tema,Greater Accra,Men's Shoes,Leather Boot,43,Black,3,386.64,1159.92,78,Sale,Card,Wholesale
2024-05-29,Tarkwa,Western,Sports Shoes,Training Shoe,43,Red,1,371.38,371.38,10,Sale,Card,Wholesale
2024-05-30,Kumasi,Ashanti,Children's Shoes,School Shoe,44,Black,2,95.61,191.22,57,Sale,Cash,Retail
2024-05-30,Takoradi,Western,Children's Shoes,Kids Sneaker,37,Navy,6,192.34,1154.04,65,Sale,Mobile Money,Retail
2024-05-30,Tema,Greater Accra,Sandals,Men's Sandal,44,Black,2,152.84,305.68,15,Sale,Credit,Retail
2024-05-31,Takoradi,Western,Sandals,Ladies Slipper,42,White,0,90.46,0.0,71,Return,Cash,Retail
2024-05-31,Tema,Greater Accra,Children's Shoes,Canvas Shoe,42,White,3,180.32,540.96,55,Sale,Cash,Wholesale
2024-06-01,Cape Coast,Central,Children's Shoes,School Shoe,45,Brown,5,156.88,784.4,61,Sale,Mobile Money,Retail
2024-06-01,Tarkwa,Western,Sports Shoes,Football Boot,42,Tan,1,361.42,361.42,84,Sale,Card,Retail
2024-06-01,Tarkwa,Western,Children's Shoes,Canvas Shoe,41,Navy,6,217.88,1307.28,58,Sale,Cash,Retail
2024-06-02,Cape Coast,Central,Men's Shoes,Sports Sneaker,37,White,2,350.11,700.22,22,Sale,Credit,Retail
2024-06-02,Tema,Greater Accra,Sports Shoes,Football Boot,37,White,7,468.08,3276.56,73,Sale,Credit,Wholesale
2024-06-02,Tema,Greater Accra,Sandals,Children's Sandal,41,Tan,6,173.0,1038.0,14,Sale,Mobile Money,Retail
2024-06-03,Cape Coast,Central,Sandals,Children's Sandal,45,White,3,179.72,539.16,19,Sale,Cash,Retail
2024-06-04,Kumasi,Ashanti,Men's Shoes,Leather Boot,40,Navy,2,248.48,496.96,74,Sale,Credit,Retail
2024-06-05,Cape Coast,Central,Children's Shoes,Canvas Shoe,41,White,3,109.41,328.23,22,Sale,Credit,Retail
2024-06-05,Tema,Greater Accra,Sandals,Children's Sandal,38,Red,6,123.06,738.36,18,Sale,Cash,Wholesale
2024-06-05,Cape Coast,Central,Women's Shoes,Flat Sandal,37,Navy,0,232.3,0.0,12,Restock,Card,Wholesale
2024-06-05,Takoradi,Western,Men's Shoes,Casual Loafer,44,Navy,2,380.24,760.48,46,Sale,Cash,Retail
2024-06-06,Tarkwa,Western,Men's Shoes,Sports Sneaker,38,Grey,3,254.79,764.37,76,Sale,Cash,Retail
2024-06-06,Accra Central,Greater Accra,Sports Shoes,Football Boot,40,Red,6,253.78,1522.68,27,Sale,Card,Retail
2024-06-07,Accra Central,Greater Accra,Children's Shoes,School Shoe,41,Tan,6,197.4,1184.4,82,Sale,Card,Retail
2024-06-07,Tema,Greater Accra,Women's Shoes,Heeled Pump,36,Navy,4,306.4,1225.6,52,Sale,Credit,Wholesale
2024-06-08,Tarkwa,Western,Children's Shoes,Kids Sneaker,43,Navy,1,101.4,101.4,78,Sale,Card,Wholesale
2024-06-08,Kumasi,Ashanti,Sports Shoes,Running Shoe,43,White,7,378.04,2646.28,82,Sale,Credit,Wholesale
2024-06-08,Accra Central,Greater Accra,Women's Shoes,Flat Sandal,39,Tan,0,332.45,0.0,84,Restock,Card,Wholesale
2024-06-08,Tarkwa,Western,Men's Shoes,Casual Loafer,41,White,0,385.49,0.0,25,Adjustment,Mobile Money,Retail
2024-06-09,Takoradi,Western,Women's Shoes,Ankle Boot,38,Red,2,271.07,542.14,18,Sale,Mobile Money,Retail
2024-06-09,Tema,Greater Accra,Men's Shoes,Sports Sneaker,38,Tan,0,343.62,0.0,28,Adjustment,Credit,Retail
2024-06-09,Accra Central,Greater Accra,Women's Shoes,Ballet Flat,42,White,7,334.81,2343.67,27,Sale,Cash,Wholesale
2024-06-09,Kumasi,Ashanti,Children's Shoes,School Shoe,43,Grey,6,110.09,660.54,80,Sale,Card,Retail
2024-06-09,Tema,Greater Accra,Women's Shoes,Ballet Flat,37,Black,1,359.92,359.92,57,Sale,Card,Retail
2024-06-10,Kumasi,Ashanti,Children's Shoes,School Shoe,37,Navy,2,120.53,241.06,52,Sale,Mobile Money,Wholesale
2024-06-10,Cape Coast,Central,Sports Shoes,Training Shoe,38,Tan,7,400.85,2805.95,48,Sale,Cash,Wholesale
2024-06-11,Takoradi,Western,Women's Shoes,Ballet Flat,36,White,0,255.35,0.0,6,Return,Card,Retail
2024-06-11,Cape Coast,Central,Sandals,Children's Sandal,44,White,6,151.08,906.48,69,Sale,Card,Retail
2024-06-13,Cape Coast,Central,Children's Shoes,Kids Sneaker,36,Red,7,177.94,1245.58,68,Sale,Cash,Retail
2024-06-13,Takoradi,Western,Women's Shoes,Flat Sandal,39,Grey,0,307.91,0.0,38,Restock,Credit,Retail
2024-06-13,Tema,Greater Accra,Women's Shoes,Flat Sandal,45,Black,0,245.45,0.0,37,Return,Credit,Retail
2024-06-14,Accra Central,Greater Accra,Sports Shoes,Training Shoe,44,Brown,0,462.1,0.0,22,Restock,Mobile Money,Retail
2024-06-15,Kumasi,Ashanti,Women's Shoes,Ankle Boot,41,Navy,6,178.92,1073.52,49,Sale,Mobile Money,Retail
2024-06-15,Tema,Greater Accra,Men's Shoes,Casual Loafer,37,Navy,6,411.38,2468.28,7,Sale,Credit,Wholesale
2024-06-16,Cape Coast,Central,Sandals,Men's Sandal,39,Black,3,156.49,469.47,23,Sale,Cash,Wholesale
2024-06-16,Tema,Greater Accra,Children's Shoes,School Shoe,45,Brown,6,197.6,1185.6,22,Sale,Cash,Retail
2024-06-16,Accra Central,Greater Accra,Children's Shoes,School Shoe,38,Grey,0,91.3,0.0,78,Restock,Credit,Retail
2024-06-16,Tema,Greater Accra,Sandals,Ladies Slipper,39,Brown,4,92.8,371.2,47,Sale,Card,Wholesale
2024-06-18,Takoradi,Western,Women's Shoes,Flat Sandal,39,Navy,2,255.32,510.64,40,Sale,Cash,Retail
2024-06-18,Accra Central,Greater Accra,Children's Shoes,Canvas Shoe,38,Black,0,89.87,0.0,5,Restock,Cash,Retail
2024-06-18,Accra Central,Greater Accra,Men's Shoes,Casual Loafer,41,Brown,0,401.01,0.0,42,Restock,Cash,Retail
2024-06-19,Takoradi,Western,Sandals,Ladies Slipper,39,Tan,0,62.15,0.0,83,Return,Credit,Retail
2024-06-19,Kumasi,Ashanti,Children's Shoes,Canvas Shoe,41,Navy,3,161.29,483.87,22,Sale,Cash,Retail
2024-06-20,Kumasi,Ashanti,Sandals,Ladies Slipper,43,Grey,6,176.72,1060.32,69,Sale,Cash,Retail
2024-06-20,Cape Coast,Central,Men's Shoes,Sports Sneaker,36,Brown,7,290.52,2033.64,32,Sale,Mobile Money,Wholesale
2024-06-20,Cape Coast,Central,Women's Shoes,Heeled Pump,45,Brown,1,366.46,366.46,65,Sale,Card,Wholesale
2024-06-21,Takoradi,Western,Sandals,Men's Sandal,42,White,0,145.33,0.0,57,Restock,Mobile Money,Wholesale
2024-06-21,Cape Coast,Central,Children's Shoes,School Shoe,37,Tan,7,106.17,743.19,62,Sale,Mobile Money,Retail
2024-06-21,Cape Coast,Central,Women's Shoes,Heeled Pump,37,Brown,1,313.71,313.71,8,Sale,Card,Wholesale
2024-06-22,Accra Central,Greater Accra,Children's Shoes,Kids Sneaker,44,Red,6,111.35,668.1,34,Sale,Card,Wholesale
2024-06-23,Tarkwa,Western,Children's Shoes,Canvas Shoe,38,White,7,143.98,1007.86,15,Sale,Card,Retail
2024-06-24,Tema,Greater Accra,Women's Shoes,Ankle Boot,42,Tan,7,235.82,1650.74,79,Sale,Cash,Retail
2024-06-24,Takoradi,Western,Women's Shoes,Flat Sandal,39,Brown,1,243.89,243.89,75,Sale,Card,Retail
2024-06-25,Tema,Greater Accra,Sports Shoes,Running Shoe,40,Brown,5,353.95,1769.75,81,Sale,Credit,Retail
2024-06-25,Kumasi,Ashanti,Sandals,Ladies Slipper,43,White,7,93.05,651.35,73,Sale,Mobile Money,Wholesale
2024-06-25,Cape Coast,Central,Women's Shoes,Ballet Flat,40,Tan,1,303.4,303.4,20,Sale,Credit,Wholesale
2024-06-26,Accra Central,Greater Accra,Men's Shoes,Leather Boot,45,Grey,2,372.01,744.02,16,Sale,Mobile Money,Retail
2024-06-26,Tarkwa,Western,Men's Shoes,Casual Loafer,41,Brown,6,237.61,1425.66,67,Sale,Credit,Wholesale
2024-06-27,Cape Coast,Central,Children's Shoes,Canvas Shoe,43,White,7,93.11,651.77,79,Sale,Credit,Retail
2024-06-27,Accra Central,Greater Accra,Sandals,Children's Sandal,37,Navy,3,112.36,337.08,77,Sale,Cash,Retail
2024-06-28,Cape Coast,Central,Men's Shoes,Leather Boot,37,White,2,306.58,613.16,46,Sale,Credit,Retail
2024-06-28,Tema,Greater Accra,Women's Shoes,Ankle Boot,37,Brown,4,349.08,1396.32,23,Sale,Credit,Retail
2024-06-29,Tema,Greater Accra,Children's Shoes,Canvas Shoe,38,Tan,3,182.09,546.27,59,Sale,Card,Retail
2024-06-30,Kumasi,Ashanti,Sports Shoes,Football Boot,38,Tan,5,447.61,2238.05,32,Sale,Cash,Retail
2024-06-30,Tema,Greater Accra,Women's Shoes,Ballet Flat,45,Grey,4,197.38,789.52,44,Sale,Cash,Retail
2024-06-30,Tarkwa,Western,Children's Shoes,Canvas Shoe,44,Grey,0,145.87,0.0,68,Restock,Credit,Retail
2024-06-30,Accra Central,Greater Accra,Sports Shoes,Running Shoe,45,Navy,4,309.45,1237.8,74,Sale,Cash,Retail
2024-07-01,Cape Coast,Central,Women's Shoes,Heeled Pump,39,White,7,211.34,1479.38,13,Sale,Cash,Retail
2024-07-01,Takoradi,Western,Children's Shoes,School Shoe,45,Navy,6,147.72,886.32,28,Sale,Mobile Money,Retail
